"Hwins","Awins","IsDraw","goals2H","Hgoals","Agoals","Hgoals1H","Agoals1H","HG_LY","HGA_LY","HM_LY","AG_LY","AGA_LY","AM_LY","HG_TY","HGA_TY","HM_TY","AG_TY","AGA_TY","AM_TY","Hrelegated","Hpromoted","Arelegated","Apromoted"
1,0,0,2,4,1,2,1,59,43,34,46,50,34,43,39,27,28,38,27,0,0,0,0
0,1,0,0,0,1,0,1,24,56,34,74,13,34,35,46,26,52,23,26,0,0,0,0
1,0,0,2,5,1,4,0,67,29,34,26,50,34,51,16,26,35,27,26,0,0,0,0
0,1,0,0,0,1,0,1,83,38,38,62,37,38,52,31,29,37,27,29,0,0,0,0
0,0,1,1,1,1,0,1,40,63,38,31,53,38,28,54,29,35,54,29,0,0,0,0
1,0,0,3,3,2,0,2,54,33,38,52,48,38,38,30,30,43,37,28,0,0,0,0
1,0,0,1,3,0,2,0,58,53,38,NA,NA,NA,53,24,30,38,47,30,0,0,0,1
1,0,0,2,2,1,0,1,47,51,38,42,41,38,29,55,29,47,37,29,0,0,0,0
1,0,0,3,4,0,1,0,118,38,38,71,45,38,83,28,29,43,31,29,0,0,0,0
0,1,0,2,0,2,0,0,70,32,38,47,44,38,33,34,29,41,51,29,0,0,0,0
0,0,1,2,2,2,0,2,48,37,38,110,21,38,35,23,29,84,22,29,0,0,0,0
0,1,0,3,0,4,0,1,NA,NA,NA,NA,NA,NA,21,36,29,36,30,29,0,1,0,1
0,0,1,2,1,1,0,0,63,35,42,48,42,42,31,24,29,41,22,29,0,0,0,0
0,0,1,0,1,1,1,1,51,64,42,42,44,42,25,33,29,43,37,29,0,0,0,0
0,0,1,0,1,1,1,1,54,55,42,NA,NA,NA,39,36,29,40,38,29,0,0,1,0
1,0,0,2,2,1,1,0,55,51,42,NA,NA,NA,29,36,29,28,32,29,0,0,0,1
0,0,1,0,0,0,0,0,41,48,42,61,58,42,35,35,29,33,25,29,0,0,0,0
0,1,0,2,1,3,1,1,43,43,34,47,42,34,32,40,26,61,25,26,0,0,0,0
0,1,0,1,0,2,0,1,42,60,34,62,37,34,43,52,26,37,33,26,0,0,0,0
0,0,1,2,2,2,1,1,53,55,34,34,42,34,42,25,26,35,39,26,0,0,0,0
0,0,1,1,1,1,1,0,41,51,34,NA,NA,NA,24,37,26,25,32,26,0,0,0,1
1,0,0,4,3,1,0,0,42,47,34,39,31,34,51,31,26,43,23,26,0,0,0,0
0,0,1,2,1,1,0,0,47,44,38,37,46,38,38,48,30,28,31,30,0,0,0,0
1,0,0,2,3,0,1,0,44,53,38,NA,NA,NA,43,33,30,31,40,30,0,0,0,1
0,1,0,2,0,2,0,0,83,36,38,51,26,38,77,15,30,44,34,30,0,0,0,0
1,0,0,0,2,0,2,0,38,57,38,NA,NA,NA,26,35,29,30,33,29,0,0,0,1
0,0,1,0,0,0,0,0,NA,NA,NA,61,46,38,29,55,29,50,32,29,0,1,0,0
0,0,1,0,1,1,1,1,56,50,38,71,38,38,39,30,29,37,37,29,0,0,0,0
1,0,0,3,3,1,0,1,70,54,38,62,47,38,59,23,29,31,34,29,0,0,0,0
0,1,0,0,0,1,0,1,48,42,38,28,41,38,43,47,29,33,39,29,0,0,0,0
0,0,1,1,1,1,0,1,49,57,38,43,56,38,36,32,29,25,44,29,0,0,0,0
0,1,0,3,1,4,0,2,48,45,38,72,24,38,36,38,29,51,15,29,0,0,0,0
0,1,0,2,1,2,0,1,49,65,38,NA,NA,NA,25,49,29,26,45,29,0,0,0,1
1,0,0,1,1,0,0,0,44,53,34,NA,NA,NA,40,42,27,31,31,27,0,0,0,1
0,1,0,3,0,3,0,0,49,53,34,66,43,34,31,41,27,45,26,27,0,0,0,0
0,1,0,1,0,2,0,1,92,31,34,69,29,34,68,25,27,66,18,27,0,0,0,0
0,0,1,4,2,2,0,0,56,51,34,63,56,34,39,52,27,50,39,27,0,0,0,0
0,1,0,1,0,3,0,2,26,46,34,38,56,34,26,44,26,29,32,26,0,0,0,0
0,1,0,1,0,1,0,0,27,50,34,86,16,34,20,33,26,70,18,26,0,0,0,0
1,0,0,2,3,2,1,2,45,46,34,50,35,34,30,37,26,35,39,26,0,0,0,0
0,0,1,0,0,0,0,0,40,45,34,33,42,34,34,34,26,32,45,26,0,0,0,0
1,0,0,1,2,0,1,0,55,28,34,NA,NA,NA,44,22,26,18,35,26,0,0,0,1
0,0,1,3,2,2,0,1,NA,NA,NA,34,35,34,22,47,26,34,52,26,0,1,0,0
1,0,0,1,1,0,0,0,NA,NA,NA,46,26,34,57,29,26,25,30,26,1,0,0,0
0,1,0,2,0,2,0,0,43,47,38,NA,NA,NA,46,43,30,29,25,30,0,0,0,1
0,0,1,0,0,0,0,0,62,61,46,62,75,46,59,48,37,43,43,37,0,0,0,0
0,0,1,2,1,1,0,0,NA,NA,NA,NA,NA,NA,35,49,38,47,60,37,1,0,0,1
1,0,0,4,4,1,0,1,58,77,46,58,62,46,46,86,37,38,51,37,0,0,0,0
1,0,0,3,3,1,1,0,53,56,46,49,60,46,62,60,37,58,40,37,0,0,0,0
1,0,0,3,4,1,1,1,72,66,46,NA,NA,NA,51,48,37,49,45,37,0,0,0,1
1,0,0,4,3,2,1,0,66,53,46,43,75,46,52,48,37,38,65,37,0,0,0,0
0,0,1,2,1,1,0,0,NA,NA,NA,55,65,46,46,56,37,44,45,38,0,1,0,0
0,1,0,4,1,4,0,1,76,57,46,NA,NA,NA,55,53,36,60,34,37,0,0,1,0
1,0,0,1,1,0,0,0,55,55,46,NA,NA,NA,43,38,37,58,43,37,0,0,1,0
0,0,1,0,0,0,0,0,NA,NA,NA,54,67,46,50,31,37,36,50,36,0,1,0,0
0,0,1,0,0,0,0,0,68,55,46,49,52,46,48,59,37,43,48,37,0,0,0,0
1,0,0,1,1,0,0,0,NA,NA,NA,54,55,42,40,30,30,40,37,30,0,1,0,0
0,1,0,3,1,2,0,0,NA,NA,NA,NA,NA,NA,29,34,30,21,40,30,0,1,0,1
0,0,1,0,0,0,0,0,48,42,42,NA,NA,NA,42,23,30,28,31,30,0,0,1,0
0,0,1,0,0,0,0,0,41,60,42,41,48,42,34,33,30,35,35,30,0,0,0,0
1,0,0,1,3,0,2,0,NA,NA,NA,55,51,42,41,35,30,31,37,30,0,1,0,0
0,0,1,2,1,1,0,0,NA,NA,NA,51,64,42,27,36,30,26,34,30,1,0,0,0
0,1,0,3,1,2,0,0,NA,NA,NA,49,53,42,41,39,30,33,27,30,1,0,0,0
1,0,0,1,4,0,3,0,41,41,42,44,49,42,26,43,30,33,29,30,0,0,0,0
1,0,0,2,2,1,1,0,48,56,42,55,65,42,34,34,30,30,43,30,0,0,0,0
1,0,0,3,4,1,2,0,42,44,42,65,40,42,44,38,30,37,29,30,0,0,0,0
0,1,0,1,0,3,0,2,61,58,42,63,35,42,33,25,30,32,25,30,0,0,0,0
0,1,0,0,0,1,0,1,NA,NA,NA,65,66,46,48,61,38,64,44,37,0,1,0,0
0,1,0,1,0,1,0,0,43,75,46,55,55,46,40,68,38,44,38,38,0,0,0,0
0,1,0,1,0,1,0,0,58,62,46,NA,NA,NA,39,55,38,36,50,39,0,0,1,0
1,0,0,0,2,0,2,0,NA,NA,NA,NA,NA,NA,58,44,38,50,31,38,1,0,0,1
1,0,0,1,1,0,0,0,54,67,46,68,55,46,36,50,37,48,59,38,0,0,0,0
0,1,0,0,0,1,0,1,55,65,46,62,61,46,45,46,39,59,48,38,0,0,0,0
1,0,0,4,6,0,2,0,62,75,46,76,57,46,43,43,38,56,57,37,0,0,0,0
1,0,0,1,1,0,0,0,NA,NA,NA,72,66,46,64,35,38,55,49,38,1,0,0,0
0,1,0,0,0,1,0,1,49,60,46,58,77,46,59,43,38,50,87,38,0,0,0,0
1,0,0,2,3,1,1,1,NA,NA,NA,66,53,46,50,49,38,55,50,38,0,1,0,0
0,1,0,3,2,3,1,1,NA,NA,NA,68,37,46,47,43,38,48,23,37,1,0,0,0
1,0,0,1,2,0,1,0,46,68,38,33,64,38,41,63,30,28,52,30,0,0,0,0
1,0,0,2,3,0,1,0,62,37,34,72,38,34,39,33,27,39,34,27,0,0,0,0
1,0,0,0,2,1,2,1,44,41,34,NA,NA,NA,32,27,27,23,44,27,0,0,1,0
0,1,0,1,0,2,0,1,NA,NA,NA,49,44,34,23,44,27,33,30,27,0,1,0,0
0,0,1,0,0,0,0,0,40,51,34,46,51,34,34,29,27,46,41,27,0,0,0,0
0,1,0,2,1,2,0,1,51,26,38,47,44,38,46,34,31,39,49,31,0,0,0,0
1,0,0,3,3,0,0,0,NA,NA,NA,32,42,38,42,47,31,30,28,31,0,1,0,0
0,1,0,2,0,3,0,1,44,52,38,43,47,38,33,50,31,46,45,31,0,0,0,0
1,0,0,2,2,0,0,0,47,37,38,41,34,38,37,31,31,27,34,31,0,0,0,0
1,0,0,2,3,0,1,0,NA,NA,NA,48,42,38,29,28,31,37,37,31,1,0,0,0
1,0,0,1,2,0,1,0,NA,NA,NA,41,42,38,41,33,31,27,36,31,1,0,0,0
0,0,1,0,0,0,0,0,39,37,38,44,57,38,24,30,31,39,41,31,0,0,0,0
1,0,0,3,2,1,0,0,49,54,38,41,27,38,28,29,31,32,33,31,0,0,0,0
1,0,0,1,1,0,0,0,34,51,38,NA,NA,NA,28,34,31,33,35,31,0,0,1,0
1,0,0,3,5,1,3,0,86,16,34,55,28,34,71,18,27,46,22,27,0,0,0,0
1,0,0,2,4,0,2,0,71,36,38,NA,NA,NA,48,30,30,30,32,30,0,0,0,1
0,1,0,2,0,4,0,2,31,57,38,73,32,38,22,58,31,45,41,30,0,0,0,0
0,1,0,1,0,4,0,3,NA,NA,NA,83,38,38,38,50,31,52,32,30,0,1,0,0
0,0,1,2,1,1,0,0,52,48,38,58,53,38,45,40,29,56,24,31,0,0,0,0
1,0,0,4,3,2,1,0,NA,NA,NA,40,63,38,32,54,31,29,55,30,0,1,0,0
0,0,1,3,2,2,1,0,48,45,38,46,49,38,34,37,31,31,40,31,0,0,0,0
0,0,1,0,0,0,0,0,31,53,38,38,51,38,36,55,30,30,37,30,0,0,0,0
0,0,1,1,2,2,2,1,44,47,38,47,51,38,47,35,30,32,40,30,0,0,0,0
0,1,0,0,1,2,1,2,66,59,46,NA,NA,NA,37,36,38,36,35,38,0,0,0,1
0,1,0,1,0,1,0,0,54,67,46,48,69,46,36,68,38,42,43,37,0,0,0,0
0,0,1,1,2,2,2,1,44,54,46,NA,NA,NA,52,35,38,61,31,38,0,0,1,0
1,0,0,2,2,1,1,0,57,61,46,85,56,46,49,41,38,51,35,38,0,0,0,0
1,0,0,1,2,1,1,1,54,60,46,54,64,46,34,69,38,41,35,37,0,0,0,0
1,0,0,3,2,1,0,0,62,83,46,NA,NA,NA,57,64,38,32,51,38,0,0,0,1
0,1,0,1,0,1,0,0,58,75,46,43,49,46,52,53,38,56,36,38,0,0,0,0
1,0,0,2,4,0,2,0,NA,NA,NA,NA,NA,NA,50,23,37,40,58,38,1,0,0,1
0,1,0,3,0,3,0,0,71,69,46,78,59,46,34,36,38,48,59,37,0,0,0,0
1,0,0,2,2,1,1,0,46,67,46,50,61,46,44,62,38,37,45,37,0,0,0,0
0,0,1,0,0,0,0,0,70,56,46,72,54,46,46,51,38,46,44,38,0,0,0,0
1,0,0,2,2,0,0,0,NA,NA,NA,NA,NA,NA,37,50,40,53,50,39,1,0,0,1
1,0,0,1,1,0,0,0,55,55,46,62,75,46,45,38,39,49,43,39,0,0,0,0
0,0,1,2,1,1,0,0,NA,NA,NA,NA,NA,NA,50,33,39,48,62,39,0,1,0,1
1,0,0,5,4,2,0,1,68,55,46,55,65,46,48,60,39,45,47,40,0,0,0,0
0,0,1,0,0,0,0,0,58,77,46,NA,NA,NA,51,87,39,60,44,39,0,0,1,0
0,0,1,0,0,0,0,0,65,66,46,49,60,46,65,44,38,59,44,39,0,0,0,0
1,0,0,1,3,0,2,0,53,56,46,43,75,46,65,61,38,40,69,39,0,0,0,0
0,0,1,3,2,2,1,0,72,66,46,58,62,46,55,50,39,39,56,39,0,0,0,0
1,0,0,0,2,0,2,0,66,53,46,50,54,46,56,53,39,57,38,37,0,0,0,0
0,1,0,4,1,5,1,1,NA,NA,NA,NA,NA,NA,47,57,38,65,35,39,0,1,1,0
0,0,1,1,1,1,0,1,76,57,46,49,52,46,56,63,38,43,48,38,0,0,0,0
1,0,0,4,5,1,2,0,67,29,38,NA,NA,NA,46,14,30,27,40,30,0,0,0,1
0,1,0,3,1,2,0,0,110,21,38,118,38,38,86,24,30,87,28,30,0,0,0,0
0,0,1,0,1,1,1,1,47,44,38,35,60,38,43,51,30,39,43,30,0,0,0,0
1,0,0,2,2,1,0,1,NA,NA,NA,70,32,38,32,42,30,33,36,30,0,1,0,0
1,0,0,1,1,0,0,0,44,49,42,42,44,42,33,33,31,48,39,31,0,0,0,0
1,0,0,1,2,1,1,1,NA,NA,NA,61,58,42,28,31,31,33,28,31,1,0,0,0
1,0,0,3,3,0,0,0,51,64,42,48,42,42,27,35,31,42,23,31,0,0,0,0
1,0,0,1,1,0,0,0,55,51,42,41,41,42,31,40,31,30,43,31,0,0,0,0
1,0,0,0,1,0,1,0,80,18,34,56,62,34,65,13,27,29,43,27,0,0,0,0
0,0,1,1,2,2,1,2,NA,NA,NA,42,60,34,28,41,27,43,54,27,0,1,0,0
1,0,0,5,3,2,0,0,47,42,34,50,65,34,64,26,27,36,54,27,0,0,0,0
0,1,0,3,0,3,0,0,40,56,34,25,50,34,22,49,27,31,38,27,0,0,0,0
1,0,0,1,3,0,2,0,NA,NA,NA,42,40,34,23,31,27,39,35,27,0,1,0,0
1,0,0,2,4,2,2,2,45,47,34,43,43,34,35,33,27,33,43,27,0,0,0,0
0,0,1,0,0,0,0,0,NA,NA,NA,48,52,34,26,33,27,25,38,27,0,1,0,0
1,0,0,4,3,1,0,0,39,31,34,53,55,34,44,26,27,44,27,27,0,0,0,0
0,1,0,1,0,2,0,1,NA,NA,NA,51,30,38,31,43,31,36,34,31,0,1,0,0
0,0,1,2,2,2,1,1,41,55,38,46,39,38,37,45,31,36,38,31,0,0,0,0
1,0,0,2,4,1,2,1,83,36,38,44,53,38,77,17,31,46,33,31,0,0,0,0
1,0,0,2,3,1,2,0,35,42,38,47,66,38,47,38,31,34,44,31,0,0,0,0
1,0,0,1,2,0,1,0,43,64,38,54,55,38,32,49,31,34,40,31,0,0,0,0
0,1,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,22,70,31,34,32,31,0,1,0,1
0,0,1,0,0,0,0,0,44,34,38,53,39,38,52,25,31,49,28,31,0,0,0,0
0,1,0,1,1,3,1,2,NA,NA,NA,49,57,38,28,46,30,37,33,30,0,1,0,0
1,0,0,0,1,0,1,0,72,24,38,46,52,38,55,16,30,34,42,30,0,0,0,0
0,1,0,4,2,4,0,2,63,56,34,92,31,34,52,41,28,68,27,28,0,0,0,0
1,0,0,1,3,0,2,0,56,39,34,47,63,34,53,37,28,28,49,28,0,0,0,0
0,0,1,2,2,2,1,1,NA,NA,NA,46,56,34,31,55,28,27,65,28,0,1,0,0
0,0,1,2,1,1,0,0,47,64,34,60,62,34,38,41,28,47,38,28,0,0,0,0
0,1,0,3,2,3,2,0,46,50,34,56,51,34,29,42,28,41,54,28,0,0,0,0
1,0,0,1,3,2,3,1,26,50,34,26,46,34,36,32,27,26,47,27,0,0,0,0
0,0,1,0,1,1,1,1,50,35,34,27,50,34,37,42,27,20,34,27,0,0,0,0
1,0,0,2,2,0,0,0,46,45,34,45,46,34,36,52,27,33,39,27,0,0,0,0
1,0,0,0,1,0,1,0,46,55,38,54,33,38,54,31,31,41,32,31,0,0,0,0
1,0,0,1,1,0,0,0,62,37,38,48,50,38,38,27,30,51,41,29,0,0,0,0
0,0,1,1,1,1,1,0,42,41,38,29,64,38,48,39,30,32,56,30,0,0,0,0
0,1,0,1,1,2,1,1,34,55,38,48,37,38,42,42,30,37,25,30,0,0,0,0
0,0,1,0,1,1,1,1,42,48,38,47,51,38,29,28,30,31,56,30,0,0,0,0
0,1,0,1,1,2,0,2,71,45,38,44,51,38,43,35,30,37,41,30,0,0,0,0
0,1,0,1,0,1,0,0,55,65,42,49,53,42,31,45,31,35,28,31,0,0,0,0
0,0,1,3,4,4,2,3,NA,NA,NA,NA,NA,NA,41,30,31,42,41,31,0,1,1,0
0,0,1,0,0,0,0,0,63,35,42,41,60,42,35,25,31,34,33,31,0,0,0,0
1,0,0,3,3,2,1,1,54,55,42,NA,NA,NA,40,38,31,30,36,31,0,0,0,1
1,0,0,1,1,0,0,0,41,48,42,48,56,42,35,35,31,36,35,31,0,0,0,0
0,0,1,2,1,1,0,0,65,40,42,NA,NA,NA,38,33,31,28,37,31,0,0,1,0
0,0,1,2,1,1,0,0,49,55,34,34,40,34,30,43,27,28,34,27,0,0,0,0
1,0,0,4,5,0,1,0,53,26,34,36,52,34,54,44,27,37,27,27,0,0,0,0
0,1,0,3,0,3,0,0,41,53,34,42,47,34,29,43,27,54,32,27,0,0,0,0
1,0,0,1,2,0,1,0,45,31,34,32,37,34,36,39,27,34,36,27,0,0,0,0
1,0,0,0,3,1,3,1,46,26,34,41,51,34,25,31,27,25,38,27,0,0,0,0
1,0,0,3,2,1,0,0,37,46,38,76,42,38,29,32,31,42,36,31,0,0,0,0
0,1,0,2,1,3,1,1,44,50,38,72,33,38,42,47,31,49,33,31,0,0,0,0
0,1,0,2,0,3,0,1,29,40,38,43,42,38,29,30,31,26,24,31,0,0,0,0
1,0,0,1,2,1,1,1,38,57,38,56,50,38,28,35,30,40,31,30,0,0,0,0
1,0,0,2,3,1,1,1,28,41,38,53,55,38,34,39,30,28,51,30,0,0,0,0
0,0,1,0,1,1,1,1,61,46,38,48,42,38,50,32,30,43,48,30,0,0,0,0
1,0,0,3,4,0,1,0,62,47,38,NA,NA,NA,32,37,30,29,55,30,0,0,0,1
0,1,0,2,1,2,1,0,59,48,38,48,45,38,40,28,30,37,42,30,0,0,0,0
0,1,0,4,1,4,0,1,71,38,38,54,31,38,38,38,30,62,31,30,0,0,0,0
1,0,0,1,3,1,2,1,43,56,38,70,54,38,26,45,30,62,24,30,0,0,0,0
1,0,0,0,3,0,3,0,69,29,34,59,43,34,68,18,28,47,40,28,0,0,0,0
0,1,0,1,0,1,0,0,44,53,34,49,53,34,41,42,28,31,44,28,0,0,0,0
1,0,0,2,2,1,1,0,NA,NA,NA,66,43,34,31,32,28,48,26,28,0,1,0,0
0,1,0,3,1,2,0,0,NA,NA,NA,53,46,34,28,42,28,37,52,28,0,1,0,0
1,0,0,0,1,0,1,0,38,56,34,40,45,34,32,32,27,34,34,27,0,0,0,0
0,1,0,1,0,1,0,0,33,42,34,38,42,34,32,45,27,37,38,27,0,0,0,0
0,0,1,2,2,2,2,0,NA,NA,NA,24,56,34,18,37,27,35,47,27,0,1,0,0
0,0,1,0,0,0,0,0,34,67,38,NA,NA,NA,28,54,30,32,52,30,0,0,0,1
1,0,0,1,2,1,1,1,NA,NA,NA,NA,NA,NA,23,41,31,44,35,31,0,1,0,1
0,1,0,2,2,3,1,2,34,42,34,NA,NA,NA,37,41,27,58,29,27,0,0,1,0
0,1,0,3,2,4,1,2,NA,NA,NA,NA,NA,NA,31,25,31,21,37,31,0,1,0,1
0,1,0,0,0,1,0,1,NA,NA,NA,49,65,38,30,35,30,26,51,30,0,1,0,0
0,1,0,5,2,5,0,2,34,35,34,67,29,34,36,54,27,56,17,27,0,0,0,0
0,1,0,1,0,1,0,0,74,13,34,NA,NA,NA,53,23,27,24,49,27,0,0,0,1
0,1,0,1,1,2,1,1,54,64,46,44,54,46,42,37,38,54,37,39,0,0,0,0
1,0,0,1,3,1,3,0,78,59,46,54,67,46,51,59,38,36,69,39,0,0,0,0
0,0,1,1,1,1,0,1,NA,NA,NA,46,67,46,40,62,39,46,63,39,0,1,0,0
0,0,1,0,0,0,0,0,NA,NA,NA,57,61,46,63,33,39,51,42,39,1,0,0,0
1,0,0,2,4,0,2,0,85,56,46,NA,NA,NA,52,37,39,54,23,38,0,0,1,0
0,0,1,0,0,0,0,0,72,54,46,54,60,46,46,44,39,36,70,39,0,0,0,0
0,0,1,2,1,1,0,0,50,61,46,NA,NA,NA,38,47,38,49,46,39,0,0,1,0
1,0,0,1,3,0,2,0,68,37,46,58,75,46,51,25,38,52,54,39,0,0,0,0
0,1,0,2,1,2,1,0,NA,NA,NA,70,56,46,33,53,39,46,51,39,0,1,0,0
0,1,0,2,1,2,0,1,NA,NA,NA,62,83,46,38,36,39,59,65,39,0,1,0,0
1,0,0,2,2,1,0,1,48,69,46,71,69,46,43,43,38,34,39,39,0,0,0,0
1,0,0,3,2,1,0,0,43,49,46,66,59,46,57,36,39,38,38,39,0,0,0,0
1,0,0,1,2,0,1,0,49,52,46,53,56,46,44,49,39,68,61,39,0,0,0,0
1,0,0,1,2,0,1,0,54,67,46,76,57,46,37,50,38,57,64,39,0,0,0,0
0,0,1,0,0,0,0,0,29,64,38,42,48,38,33,57,31,30,29,31,0,0,0,0
0,0,1,2,2,2,1,1,36,52,34,40,56,34,37,32,28,22,52,28,0,0,0,0
0,0,1,2,2,2,0,2,49,44,34,44,41,34,35,30,28,34,28,28,0,0,0,0
0,1,0,0,0,1,0,1,41,51,34,34,42,34,26,41,28,39,44,28,0,0,0,0
0,1,0,0,0,4,0,4,NA,NA,NA,46,51,34,24,46,28,46,41,28,1,0,0,0
0,1,0,0,0,2,0,2,46,39,38,72,33,38,38,40,32,52,34,32,0,0,0,0
0,1,0,2,1,2,1,0,32,42,38,NA,NA,NA,30,31,32,33,29,32,0,0,0,1
1,0,0,3,4,0,1,0,48,42,38,NA,NA,NA,37,40,32,43,33,32,0,0,1,0
0,0,1,0,0,0,0,0,41,27,38,47,37,38,33,35,32,39,31,32,0,0,0,0
0,0,1,0,0,0,0,0,NA,NA,NA,49,54,38,33,36,32,30,30,32,1,0,0,0
0,1,0,2,1,2,0,1,41,34,38,39,37,38,27,36,32,24,30,32,0,0,0,0
1,0,0,2,2,0,0,0,44,57,38,34,51,38,39,41,32,29,34,32,0,0,0,0
0,1,0,1,0,1,0,0,41,42,38,NA,NA,NA,27,38,32,32,28,32,0,0,1,0
1,0,0,0,2,0,2,0,NA,NA,NA,NA,NA,NA,25,39,32,45,47,32,0,1,0,1
1,0,0,3,3,1,0,1,59,43,34,NA,NA,NA,47,43,29,29,44,29,0,0,0,1
0,0,1,0,0,0,0,0,27,50,34,26,50,34,21,35,28,39,34,28,0,0,0,0
0,1,0,2,1,2,0,1,31,57,38,NA,NA,NA,22,62,32,38,54,32,0,0,0,1
1,0,0,1,1,0,0,0,47,51,38,NA,NA,NA,34,42,31,35,56,32,0,0,0,1
1,0,0,1,2,1,1,1,83,38,38,38,51,38,56,32,31,30,37,31,0,0,0,0
1,0,0,2,3,1,2,0,54,33,38,40,63,38,41,33,32,31,58,31,0,0,0,0
1,0,0,0,1,0,1,0,46,49,38,73,32,38,33,42,32,49,41,31,0,0,0,0
0,0,1,0,1,1,1,1,NA,NA,NA,48,50,38,30,36,31,51,42,30,0,1,0,0
0,0,1,2,3,3,2,2,44,47,38,71,36,38,49,37,31,52,30,31,0,0,0,0
1,0,0,2,4,1,3,0,NA,NA,NA,43,49,46,41,63,40,59,37,40,0,1,0,0
1,0,0,0,1,0,1,0,NA,NA,NA,50,61,46,63,33,40,39,48,39,1,0,0,0
1,0,0,3,4,1,2,0,85,56,46,54,67,46,56,37,40,37,72,40,0,0,0,0
1,0,0,2,2,1,0,1,62,83,46,57,61,46,61,66,40,51,42,40,0,0,0,0
0,0,1,3,2,2,1,0,58,75,46,NA,NA,NA,52,57,40,54,27,39,0,0,1,0
0,1,0,3,1,3,0,1,72,54,46,78,59,46,46,44,40,54,60,39,0,0,0,0
1,0,0,0,1,0,1,0,68,37,46,NA,NA,NA,54,25,39,39,38,40,0,0,0,1
0,1,0,2,0,4,0,2,NA,NA,NA,46,67,46,34,55,40,47,64,40,0,1,0,0
1,0,0,2,2,1,1,0,NA,NA,NA,54,60,46,50,47,40,36,70,40,1,0,0,0
0,1,0,0,0,2,0,2,48,69,46,54,64,46,45,44,39,43,39,39,0,0,0,0
0,0,1,0,0,0,0,0,70,56,46,66,59,46,48,52,40,39,40,40,0,0,0,0
0,1,0,3,1,2,0,0,62,61,46,68,55,46,60,48,39,52,62,40,0,0,0,0
0,1,0,1,0,1,0,0,NA,NA,NA,58,77,46,39,50,41,51,87,40,1,0,0,0
1,0,0,0,1,0,1,0,55,55,46,76,57,46,46,38,40,57,66,40,0,0,0,0
1,0,0,1,1,0,0,0,NA,NA,NA,58,62,46,49,63,40,41,58,40,0,1,0,0
1,0,0,3,3,1,0,1,NA,NA,NA,NA,NA,NA,60,44,40,48,62,39,1,0,0,1
1,0,0,1,1,0,0,0,54,67,46,50,54,46,39,50,39,57,40,38,0,0,0,0
0,1,0,0,1,2,1,2,53,56,46,72,66,46,68,63,40,57,52,40,0,0,0,0
1,0,0,2,3,0,1,0,55,65,46,43,75,46,47,51,41,40,72,40,0,0,0,0
1,0,0,1,1,0,0,0,62,75,46,NA,NA,NA,49,44,40,51,34,40,0,0,0,1
0,0,1,0,0,0,0,0,66,53,46,65,66,46,58,53,40,65,44,39,0,0,0,0
0,0,1,4,2,2,0,0,NA,NA,NA,49,52,46,53,52,40,46,49,40,0,1,0,0
1,0,0,1,1,0,0,0,NA,NA,NA,49,60,46,70,36,40,59,44,40,1,0,0,0
1,0,0,1,1,0,0,0,NA,NA,NA,34,67,38,28,45,31,28,54,31,0,1,0,0
0,1,0,2,1,3,1,1,47,51,38,67,29,38,32,57,31,51,15,31,0,0,0,0
1,0,0,0,4,0,4,0,118,38,38,34,55,38,89,29,31,43,44,31,0,0,0,0
1,0,0,0,1,0,1,0,44,51,38,110,21,38,39,42,31,87,26,31,0,0,0,0
0,0,1,0,1,1,1,1,NA,NA,NA,44,49,42,29,38,32,34,33,32,1,0,0,0
1,0,0,2,4,0,2,0,48,42,42,65,40,42,42,26,32,39,34,32,0,0,0,0
1,0,0,3,2,1,0,0,41,41,42,NA,NA,NA,30,44,32,25,42,32,0,0,0,1
0,0,1,0,1,1,1,1,48,56,42,63,35,42,36,36,32,35,25,32,0,0,0,0
1,0,0,0,1,0,1,0,42,44,42,55,51,42,48,40,32,32,40,32,0,0,0,0
0,1,0,2,0,2,0,0,56,62,34,49,55,34,29,44,28,31,44,28,0,0,0,0
0,1,0,2,1,2,0,1,25,50,34,NA,NA,NA,34,38,28,30,43,28,0,0,0,1
1,0,0,1,1,0,0,0,NA,NA,NA,53,26,34,26,31,28,59,44,28,0,1,0,0
0,1,0,3,1,3,0,1,42,60,34,80,18,34,45,56,28,66,13,28,0,0,0,0
0,1,0,2,1,2,1,0,50,65,34,43,43,34,38,57,28,35,47,28,0,0,0,0
0,0,1,2,1,1,0,0,72,38,34,45,47,34,39,37,28,39,35,28,0,0,0,0
1,0,0,2,4,1,2,1,53,55,34,41,53,34,45,30,28,29,46,28,0,0,0,0
0,1,0,3,1,4,1,1,32,37,34,NA,NA,NA,34,38,28,26,33,28,0,0,0,1
0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,35,32,32,31,45,32,0,1,0,1
0,1,0,2,1,2,0,1,54,55,38,44,50,38,34,42,32,43,50,32,0,0,0,0
0,1,0,2,0,2,0,0,41,55,38,83,36,38,39,47,32,81,18,32,0,0,0,0
1,0,0,2,2,1,1,0,47,66,38,29,40,38,35,47,32,29,33,32,0,0,0,0
1,0,0,1,1,0,0,0,51,30,38,NA,NA,NA,38,34,32,22,71,32,0,0,0,1
1,0,0,4,4,0,0,0,43,64,38,37,46,38,34,49,32,31,33,32,0,0,0,0
